Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
lodges,18834,18840,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
mason,19416,19421,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
masonry,19868,19875,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
eastern star chapter,20243,20263,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
masons,20753,20759,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
christianity,21511,21523,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bible,22184,22189,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bible,22201,22206,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bible,22513,22518,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
christianity,22660,22672,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bible,22718,22723,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
muslims,22804,22811,NORP,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
moslems,22816,22823,NORP,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
buddhists,22828,22837,NORP,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bahais,22842,22848,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
hindus,22853,22859,NORP,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bill,22955,22959,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
new york city,23710,23723,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
masons,25026,25032,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bill,25118,25122,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
sparks,25133,25139,NORP,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
masons,25254,25260,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
masons,25278,25284,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
grand lodge,25674,25685,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the eastern star,25855,25871,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the king george grand lodge,26063,26090,FAC,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
sparks,26120,26126,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
dave blotna,26185,26196,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
300 sunrise highway,26200,26219,FAC,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the king george grand lodge,26265,26292,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
grand lodge,26643,26654,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
nassau county,26658,26671,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
suffolk,26675,26682,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
new york,26920,26928,GPE,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
bill,27186,27190,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the long island courier,27209,27232,LOC,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
soul of reason,27381,27395,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
george sparks,27407,27420,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
grand master of the king george grand lodge,27429,27472,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
william alston,27478,27492,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the long island,27511,27526,LOC,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
soul of reason,27562,27576,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the institute of afro-american affairs,27610,27648,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
new york university,27652,27671,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
roscoe c. brown jr.,27677,27696,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
soul of reason,27764,27778,WORK_OF_ART,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
the institute of afro-american affairs,27850,27888,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
new york university,27892,27911,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",9/23/75,Digital Lab,Reviewed
new york city,10,23,GPE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
the executive high school internship of america,60,107,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen bullock,122,138,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry smith,140,151,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark millander,156,170,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
soul of reason,214,228,WORK_OF_ART,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
soul of reason,259,273,WORK_OF_ART,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
the wnbc community affairs department,365,402,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
the institute of afro-american affairs,423,461,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
new york university,465,484,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
roscoe c. brown,557,572,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
the institute of afro-american affairs,590,628,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
new york university,632,651,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
soul of reason,677,691,WORK_OF_ART,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
the new york city executive high school internship program,749,807,FAC,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen bullock,959,975,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry smith,977,988,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark millander,993,1007,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,1013,1017,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
hirsch,1308,1314,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
fred durant,1459,1470,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,1915,1919,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
johnson publishing company,2119,2145,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
carl r. douglas,2183,2198,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
ebony,2259,2264,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
johnson,2288,2295,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen,2301,2309,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
nbc,2417,2420,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
perry bascombe,2445,2459,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,2526,2531,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
new york magazine,2564,2581,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
vy higginsen,2595,2607,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen,2729,2737,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen,3177,3185,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
john bowne,3196,3206,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
queens,3222,3228,GPE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,3234,3239,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
john bowne,3278,3288,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
charles evans,3362,3375,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
hughes high school,3376,3394,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,3504,3508,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen,3867,3875,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
