original_id,wiki_id,wiki_name,match_score
the national urban coalition,Q67637273,URBAN COALITION MEETING (NAID 129069),63.0
the national urban league,Q777636,National Urban League,91.0
the native americans,Q7753233,The Native Americans,100.0
the bronx bombers,Q213417,New York Yankees,87.0
the negro actors guild,Q6987576,Negro Actors Guild of America,75.0
the lower east side,Q1511813,Lower East Side,88.0
the center at 135th street,Q28739775,Schomburg Center for Research in Black Culture (original building),67.0
the chicago art institute,Q239303,Art Institute of Chicago,94.0
the national latino media coalition,Q6973367,National Hispanic Media Coalition,79.0
the national archives library of congress,Q131454,Library of Congress,72.0
the cherry orchard,Q478381,The Cherry Orchard,100.0
the chicano community,Q66895433,The Chicano community and its aged,76.0
the channel 2,Q967752,Frecuencia Latina Televisión,82.0
the carnegie library,Q26671297,Loughborough Library,100.0
the bureau of health,Q80998030,"That ""Bureau of Health."".",93.0
the carnegie foundation,Q80899682,THE CARNEGIE FOUNDATION,100.0
the carlyle hotel,Q3378613,Carlyle Hotel,87.0
the campfire girls,Q5028335,Campfire Girls,88.0
the business administration,Q1017542,business-to-government,94.0
the national medical association,Q85128117,The National Medical Association,100.0
the children's defense fund,Q5098068,Children's Defense Fund,92.0
the bronx area,Q2404798,South Bronx,64.0
the bronx,Q18426,The Bronx,100.0
the new york state council,Q7014063,New York State Council on the Arts,87.0
the new york marathon,Q752138,New York City Marathon,89.0
the new york philharmonic,Q471154,New York Philharmonic Orchestra,92.0
the new york post,Q211374,New York Post,100.0
the masters of business administration,Q51283110,Master of Business Administration thesis,95.0
the civil rights law,Q56387025,The Civil Rights Law of 1875,83.0
the black studies,Q37542,Africana studies,87.0
the black school,Q4922460,Black school,86.0
the new york state department of higher education,Q51488026,Higher Crustacea of New York city,59.0
the masonic order,Q41726,freemasonry,87.0
the new york/new jersey,Q19072013,New Jersey v. New York,91.0
the new yorker,Q217305,The New Yorker,100.0
the man,Q1091165,The Man,100.0
the civil rights revolution,Q48537,civil rights movement,92.0
the new york grand lodge,Q5594766,Grand Lodge of New York,89.0
the new york foundation,Q17083435,New York Foundation,90.0
the new york community trust,Q17071538,New York Community Trust,92.0
the negro harlem renaissance,Q829895,Harlem Renaissance,78.0
the negro renaissance,Q85129045,The Negro Hospital Renaissance,82.0
the negro speaks of rivers,Q7753374,The Negro Speaks of Rivers,100.0
the new lafayette theatre,Q6471542,Lafayette Theater,81.0
the morgan library,Q1478423,The Morgan Library & Museum,100.0
the moorland-spingarn research center,Q2945395,Moorland–Spingarn Research Center,94.0
the boston red sox,Q213959,Boston Red Sox,88.0
the metropolitan museum of art,Q160236,Metropolitan Museum of Art,100.0
the board of trustees,Q15735628,Wikimedia Foundation Board of Trustees,81.0
the board of education's,Q58884185,Foxxy vs. the Board of Education,80.0
the new york city human rights commission,Q20657423,New York City Human Rights Law,73.0
tcb,Q3979424,TCB,100.0
the community development act,Q5916152,Housing and Community Development Act of 1974,73.0
south beach,Q186106,South Beach,100.0
south americans,Q97142636,South Americans,100.0
south american,Q7394394,South American,100.0
south america,Q18,South America,100.0
south african,Q223763,South African Airways,100.0
south africa,Q258,South Africa,100.0
the la mama experimental theater club,Q3119375,La MaMa Experimental Theatre Club,91.0
the la mama,Q6463660,La Mama Theatre,85.0
the west bronx,Q7984595,West Bronx,83.0
the declaration of independence,Q127912,United States Declaration of Independence,100.0
the deep south,Q2443569,The Deep South,100.0
the united black association,Q6971023,National Black Law Students Association,76.0
the creole of the caribbean,Q3244184,Leeward Caribbean Creole,75.0
spanish-americans,Q20715202,Spanish Americans,100.0
the la mamas,Q211277,The Mamas & the Papas,86.0
the united the united nations,Q7890766,United States Mission to the United Nations,78.0
the girls club,Q3234160,Bad Girls Club,88.0
the university of lagos,Q1782980,University of Lagos,90.0
southerners,Q12589996,Southerners,100.0
the university of maryland,Q503415,University of Maryland,100.0
the virgin islands,Q25305,British Virgin Islands,88.0
the vietnam war,Q30607886,The Vietnam War,100.0
south carolina,Q1456,South Carolina,100.0
soul,Q8684,Seoul,100.0
sidney catlin,Q7508986,Sidney Catlin Partridge,72.0
sissle,Q454116,Sissle,100.0
simpson,Q886,The Simpsons,100.0
the juvenile delinquency act,Q6318919,Juvenile Justice and Delinquency Prevention Act,69.0
sidney smart,Q75989779,Sidney Smart,100.0
theatre black,Q4922008,Black Theatre,100.0
sidney poitier,Q104049,Sidney Poitier,100.0
sidney brooks,Q94520792,Sidney Brooks,100.0
sonny murray,Q99677944,Sonny Murray,100.0
this council of the aging,Q15055408,Riksråd,70.0
siberians,Q4418257,Iris ser. Sibiricae,100.0
this international theater festival,Q5431408,Fajr International Theater Festival,86.0
thomas jefferson,Q11812,Thomas Jefferson,100.0
shuffle along,Q2280297,Shuffle Along,100.0
shuffle,Q161519,permutation,100.0
the youth employment and training program,Q59557726,Vulnerable Youth: Employment and Job Training Programs,79.0
sisters naomi,Q79765439,Familial Churg-Strauss syndrome in two sisters,37.0
slavic,Q9353046,Slavíč,100.0
the young turks,Q19655,The Young Turks,100.0
sonny henry,Q5126360,"Clarence ""Sonny"" Henry",71.0
the west side,Q7091604,On the West Side,90.0
solomon sheba,Q7558541,Solomon & Sheba,100.0
the democrat party,Q29552,Democratic Party,95.0
the white press,Q7995201,White Pine Press,71.0
the white school,Q7774488,The White Eagle School,84.0
soho district,Q461572,SoHo,58.0
the winter's tale,Q743194,The Winter's Tale,100.0
the king solomon,Q7558690,Solomon King,86.0
social services,Q12055245,social services,100.0
social service department,Q26621431,Social Service Department,100.0
social security insurance,Q70816600,[Social insurance security],100.0
the kerner commission report,Q2986366,Kerner Commission,76.0
social class,Q187588,social class,100.0
the united states department,Q648666,United States Department of the Treasury,89.0
the labor department,Q628807,United States Department of Labor,87.0
tarry ye,Q5307535,"Drill, Ye Tarriers, Drill",45.0
the second world war,Q362,World War II,100.0
sun ra,Q354508,Sun Ra,100.0
the school of social work,Q72160304,[The school of social work],100.0
the school of veterinary medicine/veterinarian,Q75569800,[Placement of newly graduated veterinarian from the School of Veterinary Medicine in Brno.],69.0
suffolk,Q23111,Suffolk,100.0
the school of veterinary science,Q11639859,United Graduate School of Veterinary Sciences,81.0
such,Q1090479,Such,100.0
studio museum,Q460162,museology,89.0
strategy?can,Q40329997,"Strategy can close the ""capital gap"".",52.0
supreme court,Q11201,Supreme Court of the United States,100.0
the congress of the united states,Q80926497,THE CONGRESS OF THE UNITED STATES,100.0
the small business administration,Q495354,Small Business Administration,94.0
the smoke king,Q61042682,King Smoke Tree,90.0
stokely carmichael,Q509860,Kwame Ture,100.0
the soul of reason,Q58586437,The Terms ‘Ground of the Soul’ and ‘Sparkle of Reason’ in Eckhart and Aquinas,40.0
the souls of black folk,Q1253660,The Souls of Black Folk,100.0
sterling,Q25224,pound sterling,100.0
super fly,Q930135,Superfly – The Original Motion Picture Soundtrack,100.0
sutton,Q142521,Sutton,100.0
the underground railroad,Q868393,Underground Railroad,100.0
t'ai chi ch'�_an,Q167987,tai chi chuan,73.0
the library service and construction act,Q6542525,Library Services and Construction Act,94.0
the community development block grant program,Q5154716,Community Development Block Grant,85.0
talley beatty,Q7680115,Talley Beatty,100.0
taiwan,Q865,Taiwan,100.0
taino,Q39778,Taino,100.0
sylvester stallone,Q40026,Sylvester Stallone,100.0
sutton place,Q194644,Sutton Place,100.0
the comprehensive employment and training,Q16950756,Comprehensive Employment and Training Act,90.0
swahili,Q7838,Swahili,100.0
the schomburg research center,Q95756275,The Schomburg Center for Research in Black Culture,73.0
the comprehensive employment and training act,Q16950756,Comprehensive Employment and Training Act,95.0
the school of dentistry,Q70876820,[The School of Dentistry],100.0
suzanne jackson,Q23770366,lil Jackson,100.0
the school of journalism,Q352102,journalism school,83.0
the south atlantic,Q61248420,The South Atlantic,100.0
stephen goodman,Q18577019,Stephen Goodman,100.0
the spanish american war,Q7806403,timeline of the Spanish–American War,80.0
st. phillips,Q422726,Thomas Phillips,95.0
standard and poor's,Q106158,Standard & Poor's,100.0
stan getz,Q30587,Stan Getz,100.0
stan,Q30587,Stan Getz,100.0
the lafayette theater,Q6471542,Lafayette Theater,89.0
the theatre development fund,Q17089983,Theatre Development Fund,92.0
the lafayette,Q20170345,The Lafayette,100.0
st. peter's,Q3463205,"St. Peter's, Nova Scotia",100.0
the state controller,Q7603657,state auditor,89.0
st. marks,Q2155287,St. Marks,100.0
st. mark's,Q172988,St Mark's Basilica,100.0
st. louis,Q38022,St. Louis,100.0
the today show,Q130838,Today,100.0
the tony williams's,Q1365832,Tony Hancock,45.0
the triborough bridge,Q125450,Triborough Bridge,89.0
the u.s. census,Q81118254,The u.s. Census,100.0
stanford university,Q41506,Stanford University,100.0
the cotton club,Q639387,The Cotton Club,100.0
the sunday times,Q9684,The New York Times,100.0
the cornbread players,Q5171090,Cornbread Red,71.0
stax records,Q1546001,Stax,100.0
the state department of social services,Q6879542,Missouri Department of Social Services,75.0
staten island,Q18432,Staten Island,100.0
the state grand lodge,Q5594765,Grand Lodge of Nebraska,68.0
the state of black america,Q27716457,The state of Black America. National Urban League,100.0
state park,Q1761072,state park,100.0
the state of new york,Q1384,New York,89.0
the state treasury,Q11900270,State Treasury,88.0
state department,Q789915,United States Department of State,100.0
the sting,Q62665,The Sting,100.0
startin,Q1489437,Startin,100.0
the law enforcement assistance agency,Q81065607,"Law enforcement assistance administration: anticrime agency faces criticism, lowered budget",56.0
stanley,Q12245,Stanley,100.0
the good housekeeping seal of approval,Q97355539,The Housewives' Protective League,94.0
#name?,Q82799,name,100.0
peru,Q419,Peru,100.0
cone,Q22710,cone,100.0
cosby kress,Q104467563,Evidence for Top Quark Production in Nucleus-Nucleus Collisions,22.0
cordell,Q1878554,New Cordell,100.0
copenhagen,Q1748,Copenhagen,100.0
coordinator of food and nutrition,Q70361992,"Assessment of nutritional status. Selected papers: Conference on the assessment of nutritional status sponsored by: National Institutes of Health--Nutrition Coordinating Committee, Centers for Disease Control, and Food and Drug Administration",24.0
continuum,Q658010,Continuum,100.0
constitution,Q7755,constitution,100.0
connie fords,Q33817558,52 Genetic Loci Influencing Myocardial Mass.,29.0
congo,Q971,Republic of the Congo,100.0
congas,Q270200,conga,100.0
conga,Q254026,Conga,100.0
con ed,Q1127536,Consolidated Edison,100.0
coleman hawkins,Q217812,Coleman Hawkins,100.0
comprehensive employment and training act,Q16950756,Comprehensive Employment and Training Act,100.0
community affairs,Q66178887,Community Affairs Records (NAID 6704630),62.0
communion song:,Q7561387,Songs for Communion,85.0
columbia university,Q49088,Columbia University,100.0
coltrane,Q155709,5893 Coltrane,100.0
colorado,Q1261,Colorado,100.0
colombia,Q739,Colombia,100.0
college of dentistry,Q4831761,Ayub College of Dentistry,89.0
"collection,���you're",Q8056656,You're the Inspiration: A Collection,65.0
cosmo savage,Q18342116,A Fairly Odd Summer,44.0
council,Q8896,Council of the European Union,100.0
crown heights,Q1001474,Crown Heights,100.0
crucifixion,Q51636,Crucifixion of Jesus,100.0
deegan,Q37280989,Deegan,100.0
decatur street,Q5248804,Decatur Street,100.0
deborah singletary,Q36967395,Breast cancer risk reduction.,35.0
dean memingers,Q2340309,Dean Meminger,96.0
dean,Q83359,James Dean,100.0
daytona beach,Q490595,Daytona Beach,100.0
davis,Q93341,Miles Davis,100.0
david parker,Q3021483,David Parker,100.0
david amram,Q1173090,David Amram,100.0
darwin,Q1035,Charles Darwin,100.0
danish,Q9035,Danish,100.0
daniel webster,Q106231,Daniel Webster,100.0
daniel hale williams,Q3014147,Daniel Hale Williams,100.0
dana chandler,Q19661797,Dana Chandler,100.0
dan thompson,Q5214494,Dan Thompson,100.0
dan dotson,Q5213401,Dan Dotson,100.0
dan concholar,Q28865181,Dan Concholar,100.0
dallas,Q16557,Dallas,100.0
d.j.,Q130857,disc jockey,100.0
cummins engine,Q173476,Cummins,100.0
cube,Q173637,Ice Cube,100.0
cubans,Q1195125,Cubans,100.0
cuban,Q413624,cubane,100.0
colin johnson,Q3682640,Colin Johnson,100.0
cole,Q133556,Ashley Cole,100.0
central american,Q100588581,Central Americans,97.0
charles gilpin,Q5078047,Charles Gilpin,100.0
charles evans,Q600181,Chuck Evans,100.0
charles drew,Q1065848,Charles Richard Drew,100.0
chao,Q542906,3906 Chao,100.0
channel d,Q1151301,D channel,100.0
channel c,Q2007237,structural channel,100.0
chamber of commerce,Q1123526,chamber of commerce,100.0
cezanne,Q35548,Paul Cézanne,100.0
cetera et cetera,Q468815,Peter Cetera,79.0
central high school,Q1140040,Little Rock Central High School,100.0
central city,Q949732,Central City,100.0
center,Q23595,centre,100.0
clubs of america,Q459090,Club América,86.0
ceda,Q1124888,Spanish Confederation of the Autonomous Right,100.0
cecil,Q385365,Cecil County,100.0
cba,Q204348,Continental Basketball Association,100.0
caterpillar tractor,Q9192976,Caterpillar tractor,100.0
cary,Q716579,Joyce Cary,100.0
carolyn goodman,Q5045364,Carolyn Goodman,100.0
carol cole,Q20965929,Carol Cole,100.0
carnegie foundation,Q2050362,Carnegie Foundation,100.0
carnegie,Q230762,Dale Carnegie,100.0
carline ray,Q1041734,Carline Ray,100.0
carl van vechten,Q312851,Carl Van Vechten,100.0
charles mckean,Q5080843,Charles McKean,100.0
charles rangel,Q368091,Charles B. Rangel,100.0
charles tolliver,Q323525,Charles Tolliver,100.0
charlie mingus,Q107432,Charles Mingus,100.0
clinton,Q1124,Bill Clinton,100.0
cliff joseph,Q75273346,Joseph Cliff,100.0
cleveland,Q24550,Cleveland,100.0
cleo parker robinson,Q26735889,Cleo Parker Robinson,100.0
cleaver,Q938509,cleaver,100.0
clayton riley,Q1099302,Clayton R. Lusk,84.0
claude hopkins,Q362230,Claude Hopkins,100.0
clarke,Q80913,William Eagle Clarke,100.0
civil war,Q8465,civil war,100.0
city university,Q959885,University City,100.0
cit college,Q161562,California Institute of Technology,58.0
churchill,Q3318,Churchill River,100.0
christine spencer,Q89392886,Christine N Spencer,94.0
christian,Q5043,Christianity,100.0
chris white,Q264420,Chris White,100.0
chippingdale,Q53234796,John Chippingdale,83.0
children's aid society,Q5098013,Children's Aid Society,100.0
chil'en,Q200050,Chilean peso,73.0
chick webb,Q505749,Chick Webb,100.0
chicanos puerto ricans,Q23010571,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano studies",51.0
chelsea,Q9616,Chelsea F.C.,100.0
charlie rangel,Q368091,Charles B. Rangel,100.0
delano stewart,Q2876622,B.B. Seaton,100.0
delta,Q9884,D,100.0
eldridge,Q60440,USS Eldridge,100.0
eras,Q109491,Wolfgang Eras,100.0
epstein winter,Q56510424,Six and One Half Times Eleven,33.0
employment services division,Q88554525,Rehabilitation technology services and employment outcomes among consumers using division of rehabilitation services,39.0
emperor jones,Q1394119,The Emperor Jones,100.0
emmett bowen,Q73119939,Subcutaneous CAMPATH-1H in fludarabine-resistant/relapsed chronic lymphocytic and B-prolymphocytic leukaemia,18.0
ellis wilson,Q5366025,Ellis Wilson,100.0
elks,Q1331667,Embeddable Linux Kernel Subset,100.0
elizabeth taylor,Q34851,Elizabeth Taylor,100.0
edmonia lewis,Q512065,Edmonia Lewis,100.0
el tiempo,Q1324658,El Tiempo,100.0
el bronx,Q18426,The Bronx,100.0
el barrio,Q1069687,East Harlem,100.0
eisenhower,Q9916,Dwight D. Eisenhower,100.0
eileen gilbert,Q61410293,Eileen Gilbert,100.0
eighth avenue,Q109951,Eighth Avenue,100.0
egyptian,Q50868,Egyptian,100.0
egypt,Q79,Egypt,100.0
eeoc,Q3673184,Equal Employment Opportunity Commission,100.0
edythe gaines,Q22639414,Edythe J. Gaines,100.0
edward albee's,Q5341523,Edward Albee's At Home at the Zoo,60.0
education,Q8434,education,100.0
eric hawkins,Q356094,Erick Hawkins,100.0
ernest hogan,Q5393281,Ernest Hogan,100.0
france,Q142,France,100.0
fourth street,Q4639456,4th Street,100.0
fordham university,Q130965,Fordham University,100.0
fordham road,Q681005,Fordham Road,100.0
fordham hill,Q100993331,Fordham University - Rose Hill Campus,51.0
fordham,Q607157,Fordham,100.0
ford administration,Q5467641,Ford Administration Building,81.0
for backstage,Q14874192,Back Stage,85.0
folktales,Q36192,folklore,100.0
fogler,Q5113,bird,100.0
florida a&m.,Q1430048,Florida A&M University,100.0
first breeze of summer,Q62603872,Search for pair production of first-generation scalar leptoquarks at s=13  TeV,28.0
fill,Q177232,son,100.0
faulkner,Q38392,William Faulkner,100.0
fantasy records,Q1308364,Fantasy,100.0
f.m.,Q4479891,F.M.,100.0
every united states,Q2079094,United States Congress Joint Committee on Inaugural Ceremonies,74.0
europe-,Q46,Europe,100.0
euphrates,Q34589,Euphrates,100.0
eugene genovese,Q5407291,Eugene Genovese,100.0
eubie blake-- noble,Q21035830,Noble Sissle and Eubie Blake Sing Snappy Songs,54.0
ernie green,Q14950140,Ernie Green,100.0
edmund burke,Q165792,Edmund Burke,100.0
edgar white,Q5337512,Edgar White,100.0
dementia,Q83030,dementia,100.0
du bois,Q158060,W.E.B. Du Bois,100.0
drx,Q826582,X-ray crystallography,100.0
dracula,Q41542,Dracula,100.0
downtown brooklyn,Q2900913,Downtown Brooklyn,100.0
dominicans,Q131479,Dominican Order,100.0
dominican republic,Q786,Dominican Republic,100.0
dj,Q977,Djibouti,100.0
dizzy,Q23899,Dizzy,100.0
district council,Q836365,district council of Hong Kong,100.0
disability,Q12131,disability,100.0
diploma,Q189533,academic degree,100.0
dick williams,Q54692,Richard Norris Williams,100.0
eddie williams,Q1283012,Eddie Williams,100.0
dick griffin,Q5272953,Dick Griffin,100.0
dick gibson's,Q68305041,Hair dye use and risk of leukemia and lymphoma,27.0
dick barnett,Q786633,Dick Barnett,100.0
dick anthony williams,Q3706936,Dick Anthony Williams,100.0
diane weathers,Q28389787,Cancer mortality following radiotherapy for benign gynecologic disorders,28.0
dhb,Q451091,German Handball Association,100.0
devor,Q42948,wall,100.0
devil,Q6674,devil,100.0
dentist,Q27349,dentist,100.0
dennis,Q173208,Ron Dennis,100.0
denmark vesey,Q721096,Denmark Vesey,100.0
du bois ',Q158060,W.E.B. Du Bois,100.0
du bois',Q158060,W.E.B. Du Bois,100.0
duffy daugherty,Q5312399,Duffy Daugherty,100.0
dunbar high school,Q5190391,Dunbar High School,100.0
eddie haywood,Q104503554,"Safety and nonclinical and clinical pharmacokinetics of PC945, a novel inhaled triazole antifungal agent",17.0
ed taylor,Q5335481,Ed Taylor,100.0
ed sullivan,Q83807,Ed Sullivan,100.0
ed lewis,Q1282396,Ed Lewis,100.0
ed bullins,Q5334607,Ed Bullins,100.0
ed,Q159540,Encyclopedia Dramatica,100.0
ebony--ebony magazine,Q1280017,Ebony,82.0
eastern star chapter,Q6053886,Perry Belmont House,42.0
eastern seaboard,Q4268,East Coast of the United States,100.0
eastern,Q48006,East of England,100.0
east river players,Q100915504,Belton Rivers,52.0
east orange,Q988515,East Orange,100.0
east fourth street,Q49485137,East Fourth Street Park,88.0
east coast,Q4268,East Coast of the United States,100.0
east 4th street,Q4639456,4th Street,100.0
east 42nd street,Q72941532,110 East 42nd Street,89.0
east 3rd street,Q4636974,3rd Street,100.0
east 131st street,Q99729519,31st Street,97.0
east 12th street,Q29097592,Village East Cinema,86.0
east 110th,Q2585991,110th meridian east,69.0
east,Q684,east,100.0
earl humphries,Q5549340,"Gerald Legge, 9th Earl of Dartmouth",56.0
earl humphrey,Q5325923,Earl Humphrey,100.0
earl hines,Q354883,Earl Hines,100.0
carl r. douglas,Q7608858,Stephen Carls,74.0
carl holman,Q6712469,Moses Carl Holman,92.0
carl hall,Q1770031,Carl Hall,100.0
amiri baraka,Q354783,Amiri Baraka,100.0
are crosstalk,Q230187,crosstalk,82.0
archibald motley,Q4786462,Archibald Motley,100.0
arab,Q13955,Arabic,100.0
appalachian,Q93332,Appalachian Mountains,100.0
anthony braxton,Q572924,Anthony Braxton,100.0
ant,Q781,Antigua and Barbuda,100.0
andy young,Q18736948,Andy Young,100.0
andy henderson,Q4760804,Andy Henderson,100.0
andrew,Q389,Andrew and variants,100.0
andrei serban's,Q46636118,Initiating the antiretroviral therapy in treatment-naïve patients.,30.0
anderson,Q67955,Anderson,100.0
amityville,Q471054,The Amityville Horror,100.0
amino,Q11607240,Amino,100.0
alex webster,Q201716,Alex Webster,100.0
american telephone,Q35476,AT&T,78.0
american indians,Q36747,indigenous peoples of America,100.0
american colonies,Q179997,Thirteen Colonies,100.0
american broadway,Q95135488,Broadway: The American Musical,74.0
american airlines,Q32396,American Airlines,100.0
america hurrah,Q4742764,America Hurrah,100.0
alton white,Q4736919,Alton White,100.0
alonzo players,Q4734573,Alonzo Mayes,85.0
alliance,Q131569,treaty,100.0
all-american,Q4727774,All-American,100.0
all black,Q16097568,All Black,100.0
ari arias,Q179733,Aryan,74.0
aria,Q35354,Aria Noir,100.0
army,Q8473,military,100.0
art behind,Q89940900,Behind the art,83.0
bach,Q1339,Johann Sebastian Bach,100.0
ba,Q225,Bosnia and Herzegovina,100.0
b.f. skinner,Q213195,B. F. Skinner,100.0
b.a.l.,Q19893725,A.L.B,100.0
azikiwe,Q181782,Nnamdi Azikiwe,78.0
axa,Q59695,Axa,100.0
avery fisher,Q337050,Avery Fisher,100.0
avalon,Q216901,Avalon,100.0
augusto,Q270229,Jéssica Augusto,100.0
atp,Q80863,adenosine triphosphate,100.0
atlantic records,Q202440,Atlantic Records,100.0
atlanta university,Q63887403,Atlanta University,100.0
associate editor,Q75792065,associate editor,100.0
asians,Q4058325,Asian people,100.0
asian-americans,Q727928,Asian American,100.0
ashanti,Q161877,Ashanti,100.0
as you like it,Q237572,As You Like It,100.0
arts,Q735,art,100.0
artistes,Q483501,artist,100.0
arthur schomburg,Q2865928,Arturo Alfonso Schomburg,100.0
arthur bonds,Q863022,Billy Bonds,75.0
arthur ashe,Q53325,Arthur Ashe,100.0
arthur a. schomburg,Q2865928,Arturo Alfonso Schomburg,94.0
arthur,Q45792,King Arthur,100.0
art nouveau,Q34636,Art Nouveau,100.0
alexander hamilton high school,Q4719066,Alexander Hamilton High School,100.0
alex,Q24628,Alex,100.0
carl greene,Q5040678,Carl R. Greene,92.0
abdul rahman,Q224534,Abdul Rahman,100.0
abc,Q9779,alphabet,100.0
ab,Q1951,Alberta,100.0
aaron douglas,Q301940,Aaron Douglas,100.0
a.b.,Q1765120,Bachelor of Arts,100.0
a worshipful master,Q2735904,Worshipful Master,94.0
a united states,Q30,United States of America,93.0
a puerto rican,Q7258615,Puerto Rican art,93.0
a piece on the action,Q2705151,A Piece of the Action,95.0
a native american,Q36747,indigenous peoples of America,94.0
a master's degree in business,Q30325622,Master of IT in Business,72.0
a master's degree,Q183816,master's degree,94.0
a harlem renaissance,Q829895,Harlem Renaissance,95.0
albert iola,Q78371697,"Anatomy of a phylloid algal buildup, Raytown Limestone, Iola Formation, Pennsylvanian, Southeast Kansas, U.S.A",17.0
a boys clubs of america,Q74495028,Boys' clubs of America,95.0
8th avenue,Q109951,Eighth Avenue,100.0
72nd street,Q264022,72nd Street,100.0
56th street,Q4640769,56th Street,100.0
34th street,Q110049,34th Street,100.0
31st street,Q65254643,31st Street,100.0
149th,Q4549918,149th Street,59.0
135th,Q1922437,135th Street,59.0
126th street,Q97212924,126th Street,100.0
122 2nd avenue,Q5327610,East 122nd Avenue,77.0
abe lincoln,Q91,Abraham Lincoln,100.0
abraham hill,Q4668905,Abraham Hill,100.0
albert hall,Q193639,Royal Albert Hall,100.0
albany,Q24861,Albany,100.0
alan payton,Q34539953,Genetic copy number variation and general cognitive ability,29.0
al phan,Q183670,chalk,86.0
al narvaez,Q37850856,Adult onset Still's disease: review of 41 cases.,25.0
al hollingsworth,Q4704053,Al Hollingsworth,100.0
al harewood,Q2636090,Al Harewood,100.0
al,Q173,Alabama,100.0
ain't supposed to die a natural,Q4697295,Ain't Supposed to Die a Natural Death,91.0
ailey,Q405097,Ailey,100.0
aid to dependent children,Q4696621,Aid to Families with Dependent Children,78.0
agresto,Q1060458,verjuice,100.0
afro-haitian,Q15107834,African Haitian,100.0
afro-cuban,Q388467,Afro-Cuban,100.0
afro-american history museum,Q30265641,Museum of African American History,95.0
afro afro-caribbean,Q2050339,Afro Caribbeans,82.0
africana,Q37542,Africana studies,100.0
afc,Q9617,Arsenal F.C.,100.0
addonizio,Q1634414,Hugh Joseph Addonizio,100.0
adam powell boulevard,Q109926,Seventh Avenue,79.0
adam clayton powell boulevard,Q109926,Seventh Avenue,95.0
action grant program,Q815364,employee stock option,54.0
academician,Q414528,academician,100.0
badge 373,Q4840809,Badge 373,100.0
bahais,Q22679,Bahá'í Faith,100.0
boulevard,Q54114,boulevard,100.0
brookdale dental center,Q69177876,Brookdale Dental Center of New York University,67.0
brookdale,Q2690640,Brookdale,100.0
bronx state hospital,Q64073393,"Pablo and Robert Frank visiting from Bronx State Hospital, my living room on East 12th Street, October 1984. Same noses.",29.0
bronx psychiatric center,Q50036556,Bronx Psychiatric Center,100.0
bronx psychiatric,Q50036556,Bronx Psychiatric Center,83.0
bronx botanical gardens,Q79872978,"Fern, Bronx Botanical Garden, New York",75.0
broadway 86 street,Q6736181,Main Street to Broadway,73.0
britain,Q145,United Kingdom,100.0
brandeis university,Q49119,Brandeis University,100.0
brandeis,Q520840,Louis Brandeis,100.0
boy,Q3010,boy,100.0
borough,Q777120,borough of Pennsylvania,100.0
ballet,Q41425,ballet,100.0
boricua college,Q2910878,Boricua College,100.0
bond ryder associates,Q106520535,Bond Ryder & Associates,100.0
bond,Q844,James Bond,100.0
bombay,Q1156,Mumbai,100.0
bobby seals,Q769652,Sealed with a Kiss,38.0
bob abrams,Q104003272,Robert M. Abramson,91.0
board of education,Q399541,board of education,100.0
blues,Q9759,blues,100.0
blow blow thou winter wind,Q2280410,"Blow, blow, thou winter wind",100.0
bloomingdale's,Q283383,Bloomingdale's,100.0
blind tom,Q1394370,Blind Tom Wiggins,100.0
bleecker,Q1880444,Gerrit Claesz Bleker,100.0
brooklyn museum,Q632682,Brooklyn Museum,100.0
brooks robinson,Q521270,Brooks Robinson,100.0
brown sugar,Q60168,heroin,100.0
browne,Q293061,Mary Kendall Browne,100.0
carl diego,Q49710777,Carl Spring,67.0
capital formation's,Q57602049,Democracy and Human Capital Formation,64.0
cannonball,Q704246,Cannonball,100.0
canada,Q16,Canada,100.0
campfire girls,Q5028335,Campfire Girls,100.0
camille billops,Q5026623,Camille Billops,100.0
caesar,Q1048,Julius Caesar,100.0
c.d.,Q61,"Washington, D.C.",100.0
c. vann woodward,Q612410,C. Vann Woodward,100.0
by,Q184,Belarus,100.0
bw nbc,Q20857824,Better Late Than Never,28.0
buster holmes,Q1569918,"Sherlock, Jr.",48.0
burke,Q165792,Edmund Burke,100.0
burger kings,Q105549191,Burger Kings,100.0
bunraku,Q243170,Bunraku,100.0
buddy young,Q4984969,Buddy Young,100.0
buddy rich,Q318339,Buddy Rich,100.0
buddy hackett,Q558333,Buddy Hackett,100.0
buddhists,Q11192724,Buddhistson,90.0
brussels,Q239,City of Brussels,100.0
brownsville raid,Q42187563,The Brownsville Raid,89.0
blacks or hispanics,Q46365597,Needed in science--blacks and Hispanics.,60.0
blackness,Q23445,black,100.0
"black, black",Q2905316,Black Black,100.0
betty myles,Q37124627,Heritability and genome-wide linkage in US and australian twins identify novel genomic regions controlling chromogranin a: implications for secretion and blood pressure.,11.0
bethel,Q80022,Bethel,100.0
bess,Q795828,BESS,100.0
bert williams,Q716392,Bert Williams,100.0
berlin,Q64,Berlin,100.0
benny carter,Q356715,Benny Carter,100.0
benjamin franklin,Q34969,Benjamin Franklin,100.0
belafonte,Q214959,Harry Belafonte,100.0
beethoven,Q255,Ludwig van Beethoven,100.0
beekman street,Q7698505,Temple Court Building and Annex,93.0
bed-stuys,Q1156982,Bedford–Stuyvesant,94.0
beame,Q329910,Abraham Beame,100.0
be--,Q31,Belgium,100.0
