entity,entity_type,frequency,doc_id
othello,WORK_OF_ART,7,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
philadelphia,GPE,6,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_55', 'RG_9_8_78', 'RG_9_8_187']"
north,PERSON,6,['RG_9_8_204']
the police athletic league,ORG,6,"['RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110']"
florence,GPE,6,['RG_9_8_125']
florence,PERSON,6,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
duke,PERSON,6,"['RG_9_8_106', 'RG_9_8_114', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']"
rod rodgers,PERSON,6,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']"
irish,NORP,6,"['RG_9_8_97', 'RG_9_8_187', 'RG_9_8_182', 'RG_9_8_155', 'RG_9_8_208', 'RG_9_8_70']"
the community development agency,ORG,6,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
bill gunn,PERSON,6,"['RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134', 'RG_9_8_134']"
martin,ORG,6,['RG_9_8_204']
martin,PERSON,6,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']"
mary lou williams,PERSON,6,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_98']"
marxist,NORP,6,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_67']"
george,PERSON,6,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_144']"
north,LOC,6,"['RG_9_8_55', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_204', 'RG_9_8_148']"
rod rodgers,ORG,6,['RG_9_8_114']
fogel,PERSON,6,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
new york university dr.,ORG,6,"['RG_9_8_94', 'RG_9_8_69', 'RG_9_8_40', 'RG_9_8_52', 'RG_9_8_85', 'RG_9_8_207']"
romare,ORG,6,['RG_9_8_132']
newport jazz festival,EVENT,6,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
bronx community college of the city university of new york,ORG,6,"['RG9-8_ref4328', 'RG9-8_ref4329', 'RG_9_8_78', 'RG_9_8_204', 'RG9_8_100', 'RG9-8_ref4330']"
oic,ORG,6,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329']"
ogbu,PERSON,6,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
romare,PERSON,6,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
fogel,GPE,6,['RG_9_8_115']
ellington,PERSON,6,"['RG_9_8_114', 'RG_9_8_208']"
duke,ORG,6,['RG_9_8_106']
ellington,GPE,6,"['RG_9_8_106', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']"
aminu kano,PERSON,5,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
martin luther king,PERSON,5,"['RG_9_8_52', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_186', 'RG_9_8_144']"
black new yorkers,NORP,5,"['RG_9_8_78', 'RG_9_8_78']"
jim,PERSON,5,"['RG_9_8_85', 'RG_9_8_192', 'RG_9_8_192', 'RG9-8_ref4330', 'RG9-8_ref4330']"
the puerto rican,LOC,5,"['RG_9_8_97', 'RG_9_8_97', 'RG_9_8_97', 'RG_9_8_101']"
black creation,ORG,5,"['RG_9_8_85', 'RG_9_8_85']"
black americans,NORP,5,"['RG_9_8_114', 'RG_9_8_204', 'RG_9_8_132', 'RG_9_8_132', 'RG9-8_ref4330']"
black creation,WORK_OF_ART,5,"['RG_9_8_82', 'RG_9_8_78', 'RG_9_8_78']"
the rod rodgers dance company,ORG,5,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114', 'RG_9_8_114']"
puccini,PERSON,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
57th street,FAC,5,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42', 'RG_9_8_42']"
americas,LOC,5,"['RG9-8_ref4328', 'RG9-8_ref4329', 'RG9_8_100', 'RG_9_8_155', 'RG9-8_ref4330']"
states,GPE,5,"['RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94']"
black new yorkers,ORG,5,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_204']"
ethiopia,GPE,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
bob,PERSON,5,"['RG_9_8_185', 'RG_9_8_185', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']"
the south bronx economic development corporation,ORG,5,"['RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182']"
boston,GPE,5,"['RG_9_8_144', 'RG_9_8_132', 'RG_9_8_67', 'RG_9_8_121', 'RG_9_8_121']"
george sparks,PERSON,5,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
carla,PERSON,5,"['RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
blake,PERSON,5,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG9-8_ref4330']"
the united negro college fund,ORG,5,"['RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148', 'RG_9_8_148']"
sullivan,PERSON,5,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_207']"
south bronx,LOC,5,"['RG9_8_100', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182']"
georgia,GPE,5,"['RG_9_8_111', 'RG_9_8_69', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']"
johnson,PERSON,5,"['RG_9_8_196', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
larry wilson,PERSON,5,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
calvin presley,PERSON,5,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329']"
new york jazz festival,EVENT,5,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
ymca,ORG,5,"['RG9-8_ref4328', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89']"
bob moore,PERSON,5,"['RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']"
richard jordan,PERSON,5,"['RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89']"
the puerto rican,NORP,5,['RG_9_8_94']
lincoln center,ORG,5,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_134', 'RG_9_8_134']"
the long island,LOC,5,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
the harlem performance center,LOC,5,['RG_9_8_69']
the community council of greater new york,ORG,5,"['RG9-8_ref4328', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
maxine sullivan,ORG,5,['RG_9_8_207']
maxine sullivan,PERSON,5,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207']"
naacp,ORG,5,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_204']"
maxine sullivan,WORK_OF_ART,5,['RG_9_8_207']
opera,ORG,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
basil paterson,PERSON,5,"['RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209', 'RG_9_8_209']"
ira aldrich,PERSON,5,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
the metropolitan opera,ORG,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
the naacp legal defense fund,ORG,5,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']"
moynihan,PERSON,5,"['RG_9_8_82', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_26']"
the harlem performance center,FAC,5,"['RG_9_8_69', 'RG_9_8_69']"
opera,PERSON,5,"['RG_9_8_69', 'RG_9_8_69']"
bill,PERSON,5,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
ruth artist,PERSON,5,"['RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43']"
oriental,NORP,5,"['RG_9_8_43', 'RG_9_8_43', 'RG_9_8_89', 'RG_9_8_89', 'RG9-8_ref4324']"
count basie,LOC,5,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_98', 'RG_9_8_98']"
naacp,GPE,5,"['RG_9_8_55', 'RG_9_8_55']"
the harlem performance center,ORG,5,"['RG_9_8_69', 'RG_9_8_69']"
virginia,GPE,5,"['RG_9_8_78', 'RG_9_8_78', 'RG_9_8_78', 'RG_9_8_70', 'RG_9_8_134']"
the boys clubs,ORG,5,"['RG_9_8_26', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
nyu,ORG,5,"['RG_9_8_82', 'RG_9_8_82', 'RG_9_8_78', 'RG_9_8_89', 'RG_9_8_70']"
feinstein,PERSON,5,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
the legal defense fund,ORG,5,"['RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55', 'RG_9_8_55']"
the harlem cultural council,ORG,5,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
carnegie hall,FAC,4,['RG_9_8_106']
sparks,PERSON,4,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
aldrich,PERSON,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
alexander,PERSON,4,"['RG_9_8_182', 'RG_9_8_134', 'RG_9_8_134']"
carnegie hall,ORG,4,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_208']"
sparks,NORP,4,['RG_9_8_144']
nigerian,NORP,4,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
the brooklyn museum,ORG,4,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
caucasian,NORP,4,"['RG_9_8_97', 'RG_9_8_58', 'RG_9_8_58', 'RG_9_8_67']"
the bronx psychiatric center,ORG,4,"['RG9_8_100', 'RG9_8_100', 'RG9_8_100', 'RG9_8_100']"
alexander,ORG,4,['RG_9_8_134']
the city of new york,GPE,4,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9_8_100', 'RG_9_8_201']"
larry,PERSON,4,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
the national dental association,ORG,4,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52']"
dubois,PERSON,4,"['RG_9_8_114', 'RG9-8_ref4330', 'RG9-8_ref4330']"
dubois,GPE,4,['RG_9_8_97']
browning,PERSON,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
alvin ailey,PERSON,4,['RG_9_8_208']
alvin ailey,ORG,4,"['RG_9_8_114', 'RG_9_8_114', 'RG_9_8_187']"
pat,PERSON,4,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
lester alston,PERSON,4,"['RG_9_8_199', 'RG_9_8_199', 'RG_9_8_199', 'RG_9_8_199']"
doug ward,PERSON,4,['RG9-8_ref4324']
the civil rights act,LAW,4,"['RG_9_8_55', 'RG_9_8_148', 'RG_9_8_144', 'RG_9_8_67']"
doug ward,GPE,4,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
lenox avenue,FAC,4,"['RG9-8_ref4329', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111']"
lee archer,PERSON,4,"['RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39', 'RG_9_8_39']"
hugh butts,PERSON,4,"['RG9_8_100', 'RG9_8_100', 'RG9_8_100', 'RG9_8_100']"
7th avenue,FAC,4,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_187', 'RG_9_8_118']"
the city university of new york,ORG,4,"['RG_9_8_115', 'RG_9_8_199', 'RG_9_8_155', 'RG_9_8_155']"
earl,PERSON,4,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
cecil taylor,PERSON,4,"['RG_9_8_98', 'RG_9_8_98', 'RG_9_8_98', 'RG_9_8_98']"
connie,ORG,4,"['RG_9_8_110', 'RG_9_8_82']"
dick,PERSON,4,"['RG_9_8_207', 'RG_9_8_26', 'RG_9_8_26', 'RG_9_8_89']"
joan,PERSON,4,"['RG_9_8_187', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']"
the new york public library,ORG,4,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111']"
john rhoden,PERSON,4,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
the new york university college of dentistry,ORG,4,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52']"
a&r,ORG,4,"['RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186', 'RG_9_8_186']"
jocelyn,PERSON,4,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
joan maynard,PERSON,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']"
james neal,PERSON,4,"['RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192', 'RG_9_8_192']"
police athletic league,ORG,4,"['RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110', 'RG_9_8_110']"
william alston,PERSON,4,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
connie finch,PERSON,4,"['RG_9_8_82', 'RG_9_8_82', 'RG_9_8_82']"
connie finch,ORG,4,['RG_9_8_82']
the afro-american theater museum,ORG,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
connie,PERSON,4,"['RG_9_8_110', 'RG_9_8_82']"
jean carey bond,PERSON,4,"['RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']"
indians,NORP,4,"['RG_9_8_39', 'RG_9_8_118', 'RG_9_8_67', 'RG_9_8_67']"
chinese,NORP,4,"['RG_9_8_94', 'RG_9_8_111', 'RG_9_8_186', 'RG_9_8_118']"
kathleen bullock,PERSON,4,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
the new world,EVENT,4,"['RG_9_8_67', 'RG_9_8_67']"
alan baron,PERSON,4,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56']"
channel 13,ORG,4,"['RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101']"
ellen,PERSON,4,"['RG_9_8_58', 'RG_9_8_58', 'RG_9_8_58', 'RG9-8_ref4324']"
african revolutionary,ORG,4,['RG_9_8_133']
african revolutionary,WORK_OF_ART,4,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
the south bronx overall economic development corporation,ORG,4,"['RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182', 'RG_9_8_182']"
noble sissle,PERSON,4,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125', 'RG9-8_ref4330']"
george wallace,PERSON,4,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204', 'RG_9_8_209']"
joyce wein,PERSON,4,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
the society for the preservation of weeksville,ORG,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']"
iago,ORG,4,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
chicano,ORG,4,"['RG_9_8_94', 'RG_9_8_101', 'RG_9_8_204', 'RG_9_8_89']"
igbos,PERSON,4,"['RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_133']"
the new york nets,ORG,4,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56']"
the new world,ORG,4,"['RG_9_8_67', 'RG_9_8_67']"
the united nations,ORG,4,"['RG_9_8_101', 'RG_9_8_133', 'RG_9_8_133', 'RG_9_8_134']"
gateway,GPE,4,"['RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328', 'RG9-8_ref4328']"
livingston college rutgers university,ORG,4,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
avon,ORG,4,['RG_9_8_40']
loch lomond,PERSON,4,['RG_9_8_207']
unique new york,ORG,4,"['RG_9_8_78', 'RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
loch lomond,WORK_OF_ART,4,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207']"
bedford,GPE,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']"
bedford,ORG,4,['RG_9_8_70']
boy scout,PERSON,4,"['RG9-8_ref4328', 'RG_9_8_26', 'RG_9_8_89', 'RG_9_8_70']"
bedford stuyvesant,ORG,4,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329', 'RG_9_8_82']"
andy kirk,PERSON,4,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']"
frederick douglass,PERSON,4,"['RG_9_8_114', 'RG_9_8_155', 'RG_9_8_67', 'RG_9_8_67']"
sheba,PERSON,4,"['RG_9_8_69', 'RG_9_8_69', 'RG_9_8_69']"
medicaid,ORG,4,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_204', 'RG9_8_100']"
bergen street,FAC,4,"['RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70', 'RG_9_8_70']"
fifth avenue,FAC,4,"['RG_9_8_43', 'RG_9_8_43', 'RG_9_8_43', 'RG_9_8_114']"
ferguson,PERSON,4,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
tuskegee,PERSON,4,"['RG_9_8_111', 'RG_9_8_148']"
bob martin,PERSON,4,"['RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185']"
times,ORG,4,"['RG_9_8_101', 'RG_9_8_101', 'RG_9_8_204']"
times,WORK_OF_ART,4,['RG_9_8_182']
tuskegee,ORG,4,['RG_9_8_148']
tuskegee,GPE,4,['RG_9_8_111']
ernie mclintock,PERSON,4,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
to--,PERSON,4,"['RG_9_8_186', 'RG_9_8_59', 'RG_9_8_59', 'RG9-8_ref4330']"
asian,NORP,4,"['RG_9_8_42', 'RG_9_8_42', 'RG_9_8_185', 'RG_9_8_121']"
fcc,ORG,4,"['RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101']"
sba,ORG,4,"['RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185', 'RG_9_8_185']"
philharmonic hall,FAC,4,"['RG_9_8_69', 'RG_9_8_192', 'RG_9_8_98', 'RG_9_8_98']"
avon,PERSON,4,"['RG_9_8_40', 'RG_9_8_40', 'RG_9_8_40']"
sheba,GPE,4,['RG_9_8_69']
midtown,GPE,4,"['RG_9_8_42', 'RG_9_8_118']"
paul laurence dunbar,PERSON,4,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
bronx community college,ORG,4,"['RG9-8_ref4328', 'RG9_8_100', 'RG9_8_100', 'RG9_8_100']"
paul,PERSON,4,"['RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330', 'RG9-8_ref4330']"
mm-hmm,PERSON,4,"['RG_9_8_97', 'RG_9_8_186', 'RG9-8_ref4324', 'RG9-8_ref4324']"
ralph carter,PERSON,4,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
united states,GPE,4,"['RG_9_8_148', 'RG_9_8_182', 'RG_9_8_133', 'RG_9_8_67']"
midtown,ORG,4,"['RG_9_8_42', 'RG_9_8_42']"
anderson pigatt,ORG,4,"['RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118', 'RG_9_8_118']"
roger furman,PERSON,4,"['RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187', 'RG_9_8_187']"
andy,PERSON,4,"['RG_9_8_201', 'RG_9_8_201', 'RG_9_8_118', 'RG_9_8_118']"
patricia dempsey,PERSON,4,"['RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59', 'RG_9_8_59']"
robert,PERSON,3,"['RG9-8_ref4324', 'RG9-8_ref4324', 'RG9-8_ref4324']"
greenwich village,FAC,3,['RG_9_8_70']
opportunities industrialization centers,ORG,3,"['RG9-8_ref4329', 'RG9-8_ref4329', 'RG9-8_ref4329']"
northwestern,PERSON,3,['RG_9_8_196']
jazz festival,EVENT,3,"['RG_9_8_106', 'RG_9_8_106', 'RG_9_8_106']"
japanese,NORP,3,"['RG_9_8_111', 'RG_9_8_118', 'RG_9_8_98']"
music for peace,WORK_OF_ART,3,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']"
ed brooke,PERSON,3,"['RG_9_8_78', 'RG_9_8_209', 'RG_9_8_209']"
roger wilkins,PERSON,3,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']"
oregon,GPE,3,"['RG_9_8_56', 'RG_9_8_56', 'RG_9_8_56']"
bill robinson,PERSON,3,"['RG_9_8_125', 'RG_9_8_125', 'RG_9_8_125']"
cornell,ORG,3,"['RG_9_8_155', 'RG_9_8_155']"
cornell,PERSON,3,['RG_9_8_155']
hayden stone,PERSON,3,"['RG_9_8_40', 'RG_9_8_40']"
roll jordan roll,WORK_OF_ART,3,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
miller,PERSON,3,"['RG_9_8_207', 'RG_9_8_125', 'RG_9_8_125']"
the old south,LOC,3,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_115']"
hud,ORG,3,"['RG_9_8_43', 'RG_9_8_43', 'RG9_8_100']"
the american revolution,EVENT,3,"['RG_9_8_67', 'RG_9_8_67', 'RG_9_8_67']"
people in trouble,WORK_OF_ART,3,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']"
the amsterdam news,ORG,3,"['RG_9_8_110', 'RG_9_8_187', 'RG_9_8_187']"
the cultural train,ORG,3,"['RG_9_8_201', 'RG_9_8_201']"
terry smith,PERSON,3,"['RG_9_8_196', 'RG_9_8_196', 'RG_9_8_196']"
topeka,GPE,3,"['RG_9_8_55', 'RG_9_8_55']"
jewish,NORP,3,"['RG_9_8_97', 'RG_9_8_148', 'RG_9_8_187']"
the puerto ricans,NORP,3,"['RG_9_8_94', 'RG_9_8_94', 'RG_9_8_94']"
topeka,PERSON,3,['RG_9_8_67']
black arts,WORK_OF_ART,3,"['RG_9_8_101', 'RG_9_8_101', 'RG_9_8_101']"
columbia,ORG,3,"['RG_9_8_94', 'RG_9_8_208', 'RG_9_8_70']"
afro-caribbean,LOC,3,"['RG_9_8_42', 'RG_9_8_42']"
the council on interracial books for children and the foundation for change,ORG,3,"['RG_9_8_121', 'RG_9_8_121', 'RG_9_8_121']"
jeepers creepers,WORK_OF_ART,3,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_207']"
jeanette fields,PERSON,3,"['RG_9_8_201', 'RG_9_8_201', 'RG_9_8_201']"
europeans,NORP,3,"['RG_9_8_58', 'RG_9_8_67', 'RG_9_8_98']"
roger,PERSON,3,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_187']"
mary,PERSON,3,"['RG_9_8_208', 'RG_9_8_208', 'RG_9_8_208']"
jean,PERSON,3,"['RG_9_8_111', 'RG_9_8_121', 'RG_9_8_121']"
the american negro theater,ORG,3,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_187']"
afro-caribbean,GPE,3,['RG_9_8_111']
midwest,LOC,3,"['RG_9_8_101', 'RG_9_8_89', 'RG_9_8_89']"
hayden stone,ORG,3,['RG_9_8_40']
ruth ann stewart,PERSON,3,"['RG_9_8_111', 'RG_9_8_111', 'RG_9_8_111']"
greenwich village,GPE,3,"['RG_9_8_82', 'RG9-8_ref4324']"
the national endowment for the arts,ORG,3,"['RG_9_8_69', 'RG_9_8_114', 'RG_9_8_114']"
romare bearden,PERSON,3,"['RG_9_8_132', 'RG_9_8_132', 'RG_9_8_132']"
the board of education,ORG,3,"['RG9-8_ref4329', 'RG_9_8_55', 'RG_9_8_70']"
meharry,PERSON,3,"['RG_9_8_52', 'RG_9_8_52', 'RG_9_8_52']"
fletcher henderson,PERSON,3,"['RG_9_8_207', 'RG_9_8_207', 'RG_9_8_98']"
the boy scouts,ORG,3,['RG_9_8_89']
the boy scouts,PERSON,3,"['RG_9_8_26', 'RG_9_8_89']"
olympic,EVENT,3,"['RG_9_8_56', 'RG_9_8_56']"
depression,EVENT,3,"['RG_9_8_115', 'RG_9_8_115', 'RG_9_8_59']"
rome,GPE,3,"['RG_9_8_192', 'RG_9_8_208', 'RG_9_8_58']"
harlem boys club,ORG,3,['RG_9_8_26']
houston,GPE,3,"['RG_9_8_111', 'RG_9_8_118', 'RG_9_8_118']"
adjunct professor of education,PERSON,3,"['RG9-8_ref4328', 'RG_9_8_78', 'RG_9_8_204']"
the negro ensemble company,ORG,3,"['RG_9_8_187', 'RG_9_8_58', 'RG9-8_ref4324']"
humphrey-hawkins,ORG,3,"['RG_9_8_204', 'RG_9_8_204', 'RG_9_8_204']"
harlem boys club,PERSON,3,"['RG_9_8_26', 'RG_9_8_89']"
roosevelt,PERSON,3,"['RG_9_8_144', 'RG_9_8_144', 'RG_9_8_144']"
dick jordan,PERSON,3,"['RG_9_8_89', 'RG_9_8_89', 'RG_9_8_89']"
