entity,entity_type,frequency,doc_id,match_id,match_name,match_score
delano stewart,PERSON,1,['RG_9_8_187'],Q2876622,B.B. Seaton,100.0
delta,LOC,1,['RG_9_8_115'],Q9884,D,100.0
perry bascombe,PERSON,1,['RG_9_8_196'],,,
eldridge,ORG,1,['RG_9_8_192'],Q60440,USS Eldridge,100.0
eras,ORG,1,['RG_9_8_208'],Q109491,Wolfgang Eras,100.0
epstein winter,PERSON,1,['RG_9_8_26'],Q56510424,Six and One Half Times Eleven,33.0
enzio pinza,PERSON,1,['RG_9_8_98'],,,
entrance hymn:,WORK_OF_ART,1,['RG_9_8_208'],,,
employment services division,ORG,1,['RG9-8_ref4329'],Q88554525,Rehabilitation technology services and employment outcomes among consumers using division of rehabilitation services,39.0
emperor jones,WORK_OF_ART,1,['RG9-8_ref4330'],Q1394119,The Emperor Jones,100.0
emmett bowen,PERSON,1,['RG_9_8_101'],Q73119939,Subcutaneous CAMPATH-1H in fludarabine-resistant/relapsed chronic lymphocytic and B-prolymphocytic leukaemia,18.0
elma strewning,PERSON,1,['RG9_8_100'],,,
ellisonian,NORP,1,['RG_9_8_115'],,,
ellis wilson,PERSON,1,['RG_9_8_42'],Q5366025,Ellis Wilson,100.0
elks,FAC,1,['RG_9_8_187'],Q1331667,Embeddable Linux Kernel Subset,100.0
elizabeth taylor,PERSON,1,['RG_9_8_134'],Q34851,Elizabeth Taylor,100.0
el yungue,ORG,1,['RG_9_8_97'],,,
edmonia lewis,PERSON,1,['RG_9_8_132'],Q512065,Edmonia Lewis,100.0
el tiempo,WORK_OF_ART,1,['RG_9_8_97'],Q1324658,El Tiempo,100.0
el bronx,FAC,1,['RG_9_8_97'],Q18426,The Bronx,100.0
el barrio,GPE,1,['RG_9_8_97'],Q1069687,East Harlem,100.0
eisenhower,PERSON,1,['RG_9_8_204'],Q9916,Dwight D. Eisenhower,100.0
eileen gilbert,PERSON,1,['RG_9_8_208'],Q61410293,Eileen Gilbert,100.0
eighth avenue,FAC,1,['RG_9_8_209'],Q109951,Eighth Avenue,100.0
egyptian,NORP,1,['RG_9_8_118'],Q50868,Egyptian,100.0
egypt,GPE,1,['RG_9_8_192'],Q79,Egypt,100.0
eeoc,ORG,1,['RG_9_8_148'],Q3673184,Equal Employment Opportunity Commission,100.0
edythe gaines,PERSON,1,['RG_9_8_207'],Q22639414,Edythe J. Gaines,100.0
edward albee's,PERSON,1,['RG_9_8_134'],Q5341523,Edward Albee's At Home at the Zoo,60.0
education,ORG,1,['RG9-8_ref4330'],Q8434,education,100.0
eric hawkins,PERSON,1,['RG_9_8_114'],Q356094,Erick Hawkins,100.0
ernest hargon,PERSON,1,['RG_9_8_125'],,,
ernest hogan,PERSON,1,['RG_9_8_125'],Q5393281,Ernest Hogan,100.0
ernest swiggett,PERSON,1,['RG_9_8_78'],,,
france,GPE,1,['RG_9_8_58'],Q142,France,100.0
fourth street,FAC,1,['RG_9_8_58'],Q4639456,4th Street,100.0
fordham university,ORG,1,['RG9_8_100'],Q130965,Fordham University,100.0
fordham road,FAC,1,['RG_9_8_182'],Q681005,Fordham Road,100.0
fordham hill,LOC,1,['RG9_8_100'],Q100993331,Fordham University - Rose Hill Campus,51.0
fordham,GPE,1,['RG_9_8_207'],Q607157,Fordham,100.0
ford administration,ORG,1,['RG_9_8_59'],Q5467641,Ford Administration Building,81.0
for backstage,WORK_OF_ART,1,['RG_9_8_58'],Q14874192,Back Stage,85.0
folktales,NORP,1,['RG_9_8_121'],Q36192,folklore,100.0
fogler,ORG,1,['RG_9_8_115'],Q5113,bird,100.0
florida a&m.,ORG,1,['RG_9_8_106'],Q1430048,Florida A&M University,100.0
first breeze of summer,WORK_OF_ART,1,['RG9-8_ref4324'],Q62603872,Search for pair production of first-generation scalar leptoquarks at s=13  TeV,28.0
fill,PERSON,1,['RG9-8_ref4330'],Q177232,son,100.0
fifth avenue - central park north,FAC,1,['RG_9_8_43'],,,
felipo luciano,PERSON,1,['RG_9_8_97'],,,
faulkner,PERSON,1,['RG_9_8_155'],Q38392,William Faulkner,100.0
fantasy records,ORG,1,['RG_9_8_106'],Q1308364,Fantasy,100.0
f.m.,GPE,1,['RG_9_8_106'],Q4479891,F.M.,100.0
every united states,GPE,1,['RG_9_8_59'],Q2079094,United States Congress Joint Committee on Inaugural Ceremonies,74.0
europe-,PERSON,1,['RG_9_8_69'],Q46,Europe,100.0
euphrates,GPE,1,['RG9-8_ref4330'],Q34589,Euphrates,100.0
eugene genovese,PERSON,1,['RG_9_8_115'],Q5407291,Eugene Genovese,100.0
eublie blake,PERSON,1,['RG_9_8_125'],,,
eubie blake-- noble,PERSON,1,['RG9-8_ref4330'],Q21035830,Noble Sissle and Eubie Blake Sing Snappy Songs,54.0
ernie green,PERSON,1,['RG_9_8_204'],Q14950140,Ernie Green,100.0
edmund burke,PERSON,1,['RG_9_8_125'],Q165792,Edmund Burke,100.0
edgar white,PERSON,1,['RG_9_8_58'],Q5337512,Edgar White,100.0
dementia,ORG,1,['RG9_8_100'],Q83030,dementia,100.0
dill dickey,GPE,1,['RG_9_8_26'],,,
du bois,ORG,1,['RG_9_8_111'],Q158060,W.E.B. Du Bois,100.0
drx,PERSON,1,['RG_9_8_67'],Q826582,X-ray crystallography,100.0
dracula,PERSON,1,['RG_9_8_134'],Q41542,Dracula,100.0
downtown brooklyn,ORG,1,['RG_9_8_70'],Q2900913,Downtown Brooklyn,100.0
dominicans,NORP,1,['RG_9_8_101'],Q131479,Dominican Order,100.0
dominican republic,GPE,1,['RG_9_8_101'],Q786,Dominican Republic,100.0
dj,ORG,1,['RG_9_8_40'],Q977,Djibouti,100.0
dizzy,PERSON,1,['RG_9_8_106'],Q23899,Dizzy,100.0
district council,ORG,1,['RG9-8_ref4328'],Q836365,district council of Hong Kong,100.0
disability,ORG,1,['RG_9_8_59'],Q12131,disability,100.0
director of communications for capital formation corporation,ORG,1,['RG_9_8_185'],,,
diploma,GPE,1,['RG_9_8_52'],Q189533,academic degree,100.0
dick williams,PERSON,1,['RG_9_8_134'],Q54692,Richard Norris Williams,100.0
eddie williams,PERSON,1,['RG_9_8_204'],Q1283012,Eddie Williams,100.0
dick kennard,PERSON,1,['RG_9_8_185'],,,
dick griffin,PERSON,1,['RG_9_8_186'],Q5272953,Dick Griffin,100.0
dick gibson's,PERSON,1,['RG_9_8_207'],Q68305041,Hair dye use and risk of leukemia and lymphoma,27.0
dick barnett,PERSON,1,['RG_9_8_196'],Q786633,Dick Barnett,100.0
dick anthony williams,PERSON,1,['RG_9_8_134'],Q3706936,Dick Anthony Williams,100.0
diane weathers,PERSON,1,['RG_9_8_187'],Q28389787,Cancer mortality following radiotherapy for benign gynecologic disorders,28.0
dhb,ORG,1,['RG9_8_100'],Q451091,German Handball Association,100.0
devor,PERSON,1,['RG_9_8_196'],Q42948,wall,100.0
devil,PERSON,1,['RG_9_8_85'],Q6674,devil,100.0
dentist,PRODUCT,1,['RG_9_8_52'],Q27349,dentist,100.0
dennis,WORK_OF_ART,1,['RG_9_8_52'],Q173208,Ron Dennis,100.0
denmark vesey,PERSON,1,['RG_9_8_115'],Q721096,Denmark Vesey,100.0
du bois ',ORG,1,['RG_9_8_121'],Q158060,W.E.B. Du Bois,100.0
du bois',ORG,1,['RG_9_8_121'],Q158060,W.E.B. Du Bois,100.0
duffy daugherty,PERSON,1,['RG_9_8_204'],Q5312399,Duffy Daugherty,100.0
dunbar high school,ORG,1,['RG_9_8_78'],Q5190391,Dunbar High School,100.0
eddie haywood,PERSON,1,['RG_9_8_207'],Q104503554,"Safety and nonclinical and clinical pharmacokinetics of PC945, a novel inhaled triazole antifungal agent",17.0
ed taylor,PERSON,1,['RG_9_8_187'],Q5335481,Ed Taylor,100.0
ed sullivan,PERSON,1,['RG_9_8_125'],Q83807,Ed Sullivan,100.0
ed lewis,PERSON,1,['RG_9_8_39'],Q1282396,Ed Lewis,100.0
ed bullins,PERSON,1,['RG9-8_ref4324'],Q5334607,Ed Bullins,100.0
ed,PERSON,1,['RG_9_8_201'],Q159540,Encyclopedia Dramatica,100.0
ebony--ebony magazine,ORG,1,['RG_9_8_67'],Q1280017,Ebony,82.0
ebony patriots,WORK_OF_ART,1,['RG_9_8_67'],,,
eastern star chapter,ORG,1,['RG_9_8_144'],Q6053886,Perry Belmont House,42.0
eastern seaboard,LOC,1,['RG_9_8_182'],Q4268,East Coast of the United States,100.0
eastern,NORP,1,['RG_9_8_115'],Q48006,East of England,100.0
east river players,LOC,1,['RG_9_8_187'],Q100915504,Belton Rivers,52.0
east orange,GPE,1,['RG_9_8_56'],Q988515,East Orange,100.0
east fourth street,LOC,1,['RG_9_8_58'],Q49485137,East Fourth Street Park,88.0
east coast,LOC,1,['RG_9_8_155'],Q4268,East Coast of the United States,100.0
east 4th street,LOC,1,['RG_9_8_58'],Q4639456,4th Street,100.0
east 42nd street,LOC,1,['RG_9_8_78'],Q72941532,110 East 42nd Street,89.0
east 3rd street,LOC,1,['RG_9_8_187'],Q4636974,3rd Street,100.0
east 131st street,LOC,1,['RG_9_8_192'],Q99729519,31st Street,97.0
east 12th street,LOC,1,['RG_9_8_110'],Q29097592,Village East Cinema,86.0
east 110th,PRODUCT,1,['RG_9_8_97'],Q2585991,110th meridian east,69.0
east,LOC,1,['RG_9_8_94'],Q684,east,100.0
earl humphries,PERSON,1,['RG9-8_ref4330'],Q5549340,"Gerald Legge, 9th Earl of Dartmouth",56.0
earl humphrey,PERSON,1,['RG9-8_ref4330'],Q5325923,Earl Humphrey,100.0
earl hines,PERSON,1,['RG_9_8_98'],Q354883,Earl Hines,100.0
carl r. douglas,PERSON,1,['RG_9_8_196'],Q7608858,Stephen Carls,74.0
carl holman,PERSON,1,['RG_9_8_204'],Q6712469,Moses Carl Holman,92.0
carl hall,PERSON,1,['RG_9_8_208'],Q1770031,Carl Hall,100.0
amiri baraka,PERSON,1,['RG_9_8_114'],Q354783,Amiri Baraka,100.0
are crosstalk,ORG,1,['RG_9_8_121'],Q230187,crosstalk,82.0
archibald motley,PERSON,1,['RG_9_8_42'],Q4786462,Archibald Motley,100.0
arab,NORP,1,['RG9-8_ref4324'],Q13955,Arabic,100.0
appalachian,NORP,1,['RG_9_8_94'],Q93332,Appalachian Mountains,100.0
anthony braxton,PERSON,1,['RG_9_8_106'],Q572924,Anthony Braxton,100.0
ant,ORG,1,['RG_9_8_187'],Q781,Antigua and Barbuda,100.0
andy young,PERSON,1,['RG_9_8_204'],Q18736948,Andy Young,100.0
andy henderson,PERSON,1,['RG_9_8_201'],Q4760804,Andy Henderson,100.0
andrew,PERSON,1,['RG_9_8_201'],Q389,Andrew and variants,100.0
andrei serban's,ORG,1,['RG9-8_ref4324'],Q46636118,Initiating the antiretroviral therapy in treatment-naïve patients.,30.0
anderson,ORG,1,['RG9-8_ref4324'],Q67955,Anderson,100.0
amityville,GPE,1,['RG_9_8_144'],Q471054,The Amityville Horror,100.0
amino,ORG,1,['RG_9_8_133'],Q11607240,Amino,100.0
alex webster,PERSON,1,['RG_9_8_55'],Q201716,Alex Webster,100.0
american telephone,ORG,1,['RG_9_8_40'],Q35476,AT&T,78.0
american indians,NORP,1,['RG_9_8_185'],Q36747,indigenous peoples of America,100.0
american colonies,ORG,1,['RG_9_8_67'],Q179997,Thirteen Colonies,100.0
american broadway,FAC,1,['RG_9_8_114'],Q95135488,Broadway: The American Musical,74.0
american airlines,ORG,1,['RG_9_8_97'],Q32396,American Airlines,100.0
america hurrah,WORK_OF_ART,1,['RG_9_8_58'],Q4742764,America Hurrah,100.0
alton white,PERSON,1,['RG_9_8_56'],Q4736919,Alton White,100.0
alonzo players,PERSON,1,['RG_9_8_187'],Q4734573,Alonzo Mayes,85.0
alliance,ORG,1,['RG_9_8_187'],Q131569,treaty,100.0
all-american,NORP,1,['RG_9_8_56'],Q4727774,All-American,100.0
all nat turner,PERSON,1,['RG_9_8_115'],,,
all black,LOC,1,['RG_9_8_204'],Q16097568,All Black,100.0
ari arias,PERSON,1,['RG_9_8_69'],Q179733,Aryan,74.0
aria,PERSON,1,['RG_9_8_69'],Q35354,Aria Noir,100.0
army,ORG,1,['RG_9_8_118'],Q8473,military,100.0
art behind,PERSON,1,['RG_9_8_192'],Q89940900,Behind the art,83.0
bach,PERSON,1,['RG_9_8_106'],Q1339,Johann Sebastian Bach,100.0
ba,ORG,1,['RG_9_8_201'],Q225,Bosnia and Herzegovina,100.0
b.f. skinner,PERSON,1,['RG_9_8_115'],Q213195,B. F. Skinner,100.0
b.a.l.,ORG,1,['RG_9_8_26'],Q19893725,A.L.B,100.0
azikiwe,PERSON,1,['RG_9_8_133'],Q181782,Nnamdi Azikiwe,78.0
axa,ORG,1,['RG_9_8_118'],Q59695,Axa,100.0
avery fisher,ORG,1,['RG_9_8_98'],Q337050,Avery Fisher,100.0
avalon,WORK_OF_ART,1,['RG_9_8_207'],Q216901,Avalon,100.0
augusto,PERSON,1,['RG9-8_ref4324'],Q270229,Jéssica Augusto,100.0
atp,ORG,1,['RG_9_8_59'],Q80863,adenosine triphosphate,100.0
atlantic records,GPE,1,['RG_9_8_186'],Q202440,Atlantic Records,100.0
atlanta university,ORG,1,['RG_9_8_148'],Q63887403,Atlanta University,100.0
associate editor,ORG,1,['RG_9_8_78'],Q75792065,associate editor,100.0
asians,NORP,1,['RG_9_8_82'],Q4058325,Asian people,100.0
asian-americans,NORP,1,['RG_9_8_121'],Q727928,Asian American,100.0
ashanti,GPE,1,['RG_9_8_98'],Q161877,Ashanti,100.0
as you like it,WORK_OF_ART,1,['RG_9_8_207'],Q237572,As You Like It,100.0
arts,ORG,1,['RG_9_8_132'],Q735,art,100.0
artistes,ORG,1,['RG_9_8_43'],Q483501,artist,100.0
arthur schomburg,PERSON,1,['RG_9_8_43'],Q2865928,Arturo Alfonso Schomburg,100.0
arthur bonds,ORG,1,['RG_9_8_182'],Q863022,Billy Bonds,75.0
arthur ashe,PERSON,1,['RG_9_8_56'],Q53325,Arthur Ashe,100.0
arthur a. schomburg,PERSON,1,['RG_9_8_111'],Q2865928,Arturo Alfonso Schomburg,94.0
arthur,ORG,1,['RG_9_8_114'],Q45792,King Arthur,100.0
art nouveau,ORG,1,['RG_9_8_118'],Q34636,Art Nouveau,100.0
alexander hamilton high school,ORG,1,['RG_9_8_70'],Q4719066,Alexander Hamilton High School,100.0
alex,PERSON,1,['RG_9_8_111'],Q24628,Alex,100.0
carl greene,PERSON,1,['RG_9_8_132'],Q5040678,Carl R. Greene,92.0
a hundred and twenty-fifth street,FAC,1,['RG_9_8_118'],,,
abdul rahman,PERSON,1,['RG_9_8_208'],Q224534,Abdul Rahman,100.0
abc,ORG,1,['RG_9_8_101'],Q9779,alphabet,100.0
ab,ORG,1,['RG_9_8_40'],Q1951,Alberta,100.0
aaron douglas,PERSON,1,['RG_9_8_132'],Q301940,Aaron Douglas,100.0
a.b.,GPE,1,['RG_9_8_69'],Q1765120,Bachelor of Arts,100.0
a worshipful master,WORK_OF_ART,1,['RG_9_8_144'],Q2735904,Worshipful Master,94.0
a united states,GPE,1,['RG_9_8_59'],Q30,United States of America,93.0
a puerto rican,NORP,1,['RG_9_8_101'],Q7258615,Puerto Rican art,93.0
a piece on the action,WORK_OF_ART,1,['RG_9_8_185'],Q2705151,A Piece of the Action,95.0
a native american,NORP,1,['RG_9_8_121'],Q36747,indigenous peoples of America,94.0
a master's degree in business,WORK_OF_ART,1,['RG_9_8_78'],Q30325622,Master of IT in Business,72.0
a master's degree,WORK_OF_ART,1,['RG_9_8_78'],Q183816,master's degree,94.0
a harlem renaissance,LOC,1,['RG_9_8_42'],Q829895,Harlem Renaissance,95.0
albert iola,PERSON,1,['RG_9_8_98'],Q78371697,"Anatomy of a phylloid algal buildup, Raytown Limestone, Iola Formation, Pennsylvanian, Southeast Kansas, U.S.A",17.0
a boys clubs of america,ORG,1,['RG_9_8_26'],Q74495028,Boys' clubs of America,95.0
8th avenue,FAC,1,['RG9_8_100'],Q109951,Eighth Avenue,100.0
72nd street,FAC,1,['RG9-8_ref4328'],Q264022,72nd Street,100.0
56th street,FAC,1,['RG_9_8_106'],Q4640769,56th Street,100.0
34th street,FAC,1,['RG_9_8_182'],Q110049,34th Street,100.0
31st street,FAC,1,['RG9-8_ref4329'],Q65254643,31st Street,100.0
300 sunrise highway,FAC,1,['RG_9_8_144'],,,
149th,NORP,1,['RG_9_8_201'],Q4549918,149th Street,59.0
135th,NORP,1,['RG_9_8_111'],Q1922437,135th Street,59.0
132nd street and--134th street,FAC,1,['RG9-8_ref4329'],,,
126th street,FAC,1,['RG_9_8_187'],Q97212924,126th Street,100.0
122 2nd avenue,FAC,1,['RG_9_8_58'],Q5327610,East 122nd Avenue,77.0
abe lincoln,PERSON,1,['RG9-8_ref4330'],Q91,Abraham Lincoln,100.0
abraham hill,PERSON,1,['RG_9_8_187'],Q4668905,Abraham Hill,100.0
abraham lindo,PERSON,1,['RG_9_8_69'],,,
abscretions,WORK_OF_ART,1,['RG_9_8_186'],,,
albert hall,PERSON,1,['RG_9_8_134'],Q193639,Royal Albert Hall,100.0
albany,GPE,1,['RG_9_8_70'],Q24861,Albany,100.0
alan payton,PERSON,1,['RG_9_8_67'],Q34539953,Genetic copy number variation and general cognitive ability,29.0
al phan,PERSON,1,['RG_9_8_187'],Q183670,chalk,86.0
al narvaez,PERSON,1,['RG_9_8_101'],Q37850856,Adult onset Still's disease: review of 41 cases.,25.0
al hollingsworth,LOC,1,['RG_9_8_132'],Q4704053,Al Hollingsworth,100.0
al harewood,PERSON,1,['RG_9_8_208'],Q2636090,Al Harewood,100.0
al,PERSON,1,['RG_9_8_132'],Q173,Alabama,100.0
ain't supposed to die a natural,WORK_OF_ART,1,['RG_9_8_134'],Q4697295,Ain't Supposed to Die a Natural Death,91.0
ailey,ORG,1,['RG_9_8_114'],Q405097,Ailey,100.0
aid to dependent children,ORG,1,['RG9_8_100'],Q4696621,Aid to Families with Dependent Children,78.0
agresto,PERSON,1,['RG_9_8_192'],Q1060458,verjuice,100.0
afrophile,GPE,1,['RG_9_8_133'],,,
afro-haitian,PERSON,1,['RG_9_8_114'],Q15107834,African Haitian,100.0
afro-cuban,GPE,1,['RG_9_8_114'],Q388467,Afro-Cuban,100.0
afro-american history museum,ORG,1,['RG_9_8_70'],Q30265641,Museum of African American History,95.0
afro afro-caribbean,ORG,1,['RG_9_8_114'],Q2050339,Afro Caribbeans,82.0
africana,PERSON,1,['RG_9_8_111'],Q37542,Africana studies,100.0
afc,ORG,1,['RG_9_8_55'],Q9617,Arsenal F.C.,100.0
addonizio,PERSON,1,['RG_9_8_209'],Q1634414,Hugh Joseph Addonizio,100.0
adam powell boulevard,PERSON,1,['RG_9_8_69'],Q109926,Seventh Avenue,79.0
adam clayton powell boulevard,PERSON,1,['RG_9_8_118'],Q109926,Seventh Avenue,95.0
action grant program,ORG,1,['RG_9_8_204'],Q815364,employee stock option,54.0
access-- easier psychological,ORG,1,['RG_9_8_59'],,,
academician,NORP,1,['RG_9_8_155'],Q414528,academician,100.0
badge 373,WORK_OF_ART,1,['RG_9_8_101'],Q4840809,Badge 373,100.0
baggy hag-y rag-y,PERSON,1,['RG_9_8_201'],,,
bahais,GPE,1,['RG_9_8_144'],Q22679,Bahá'í Faith,100.0
boulevard,PERSON,1,['RG_9_8_118'],Q54114,boulevard,100.0
brookdale dental center,FAC,1,['RG_9_8_52'],Q69177876,Brookdale Dental Center of New York University,67.0
brookdale,EVENT,1,['RG_9_8_52'],Q2690640,Brookdale,100.0
bronx state hospital,ORG,1,['RG_9_8_134'],Q64073393,"Pablo and Robert Frank visiting from Bronx State Hospital, my living room on East 12th Street, October 1984. Same noses.",29.0
bronx psychiatric center,ORG,1,['RG9_8_100'],Q50036556,Bronx Psychiatric Center,100.0
bronx psychiatric,ORG,1,['RG9_8_100'],Q50036556,Bronx Psychiatric Center,83.0
bronx community college of the city university,ORG,1,['RG_9_8_26'],,,
bronx botanical gardens,FAC,1,['RG9_8_100'],Q79872978,"Fern, Bronx Botanical Garden, New York",75.0
broadway 86 street,FAC,1,['RG_9_8_42'],Q6736181,Main Street to Broadway,73.0
britain,GPE,1,['RG_9_8_133'],Q145,United Kingdom,100.0
brandeis university,ORG,1,['RG_9_8_148'],Q49119,Brandeis University,100.0
brandeis,NORP,1,['RG_9_8_148'],Q520840,Louis Brandeis,100.0
boy,PERSON,1,['RG_9_8_204'],Q3010,boy,100.0
borough,FAC,1,['RG9_8_100'],Q777120,borough of Pennsylvania,100.0
ballet,ORG,1,['RG_9_8_187'],Q41425,ballet,100.0
boricua college,ORG,1,['RG9-8_ref4329'],Q2910878,Boricua College,100.0
bond ryder associates,ORG,1,['RG_9_8_111'],Q106520535,Bond Ryder & Associates,100.0
bond,ORG,1,['RG_9_8_40'],Q844,James Bond,100.0
bombay,GPE,1,['RG_9_8_42'],Q1156,Mumbai,100.0
bobby seals,PERSON,1,['RG_9_8_42'],Q769652,Sealed with a Kiss,38.0
bob abrams,PERSON,1,['RG9_8_100'],Q104003272,Robert M. Abramson,91.0
board of education,ORG,1,['RG_9_8_67'],Q399541,board of education,100.0
blues,GPE,1,['RG_9_8_85'],Q9759,blues,100.0
blow blow thou winter wind,WORK_OF_ART,1,['RG_9_8_207'],Q2280410,"Blow, blow, thou winter wind",100.0
bloomingdale's,ORG,1,['RG_9_8_43'],Q283383,Bloomingdale's,100.0
blind tom,PERSON,1,['RG_9_8_69'],Q1394370,Blind Tom Wiggins,100.0
bleecker,GPE,1,['RG_9_8_125'],Q1880444,Gerrit Claesz Bleker,100.0
brooklyn museum,ORG,1,['RG_9_8_70'],Q632682,Brooklyn Museum,100.0
brooks robinson,PERSON,1,['RG_9_8_26'],Q521270,Brooks Robinson,100.0
brown sugar,PERSON,1,['RG_9_8_201'],Q60168,heroin,100.0
browne,PERSON,1,['RG_9_8_58'],Q293061,Mary Kendall Browne,100.0
carl diego,PERSON,1,['RG_9_8_192'],Q49710777,Carl Spring,67.0
capital formation's,ORG,1,['RG_9_8_185'],Q57602049,Democracy and Human Capital Formation,64.0
capital formation corporation,ORG,1,['RG_9_8_185'],,,
cap cdi,ORG,1,['RG_9_8_59'],,,
cannonball,ORG,1,['RG_9_8_106'],Q704246,Cannonball,100.0
canada,GPE,1,['RG_9_8_56'],Q16,Canada,100.0
can the south bronx save new york,WORK_OF_ART,1,['RG_9_8_182'],,,
campfire girls,ORG,1,['RG_9_8_26'],Q5028335,Campfire Girls,100.0
camille billops,PERSON,1,['RG_9_8_42'],Q5026623,Camille Billops,100.0
caesar,WORK_OF_ART,1,['RG9-8_ref4324'],Q1048,Julius Caesar,100.0
c.d.,GPE,1,['RG_9_8_40'],Q61,"Washington, D.C.",100.0
c. vann woodward,PERSON,1,['RG_9_8_67'],Q612410,C. Vann Woodward,100.0
by,ORG,1,['RG9-8_ref4330'],Q184,Belarus,100.0
bw nbc,ORG,1,['RG_9_8_52'],Q20857824,Better Late Than Never,28.0
buster holmes,PERSON,1,['RG_9_8_106'],Q1569918,"Sherlock, Jr.",48.0
burke,NORP,1,['RG_9_8_125'],Q165792,Edmund Burke,100.0
burger kings,FAC,1,['RG_9_8_42'],Q105549191,Burger Kings,100.0
bunraku,ORG,1,['RG_9_8_98'],Q243170,Bunraku,100.0
buddy young,ORG,1,['RG_9_8_55'],Q4984969,Buddy Young,100.0
buddy rich,ORG,1,['RG_9_8_106'],Q318339,Buddy Rich,100.0
buddy hackett,PERSON,1,['RG_9_8_26'],Q558333,Buddy Hackett,100.0
buddhists,NORP,1,['RG_9_8_144'],Q11192724,Buddhistson,90.0
brussels,GPE,1,['RG_9_8_26'],Q239,City of Brussels,100.0
brownsville raid,WORK_OF_ART,1,['RG9-8_ref4324'],Q42187563,The Brownsville Raid,89.0
brownsville lab,ORG,1,['RG_9_8_187'],,,
blacks or hispanics,ORG,1,['RG_9_8_101'],Q46365597,Needed in science--blacks and Hispanics.,60.0
blackness,ORG,1,['RG9-8_ref4330'],Q23445,black,100.0
"black, black",EVENT,1,['RG_9_8_115'],Q2905316,Black Black,100.0
bicentennial: a black perspective,WORK_OF_ART,1,['RG_9_8_67'],,,
betty myles,PERSON,1,['RG_9_8_121'],Q37124627,Heritability and genome-wide linkage in US and australian twins identify novel genomic regions controlling chromogranin a: implications for secretion and blood pressure.,11.0
bethel,PERSON,1,['RG_9_8_70'],Q80022,Bethel,100.0
bess,PERSON,1,['RG_9_8_69'],Q795828,BESS,100.0
bert williams,PERSON,1,['RG_9_8_125'],Q716392,Bert Williams,100.0
berlin,GPE,1,['RG_9_8_58'],Q64,Berlin,100.0
benny carter,PERSON,1,['RG_9_8_207'],Q356715,Benny Carter,100.0
benjamin franklin,PERSON,1,['RG_9_8_133'],Q34969,Benjamin Franklin,100.0
belafonte,PERSON,1,['RG_9_8_111'],Q214959,Harry Belafonte,100.0
before the mayflower,WORK_OF_ART,1,['RG_9_8_67'],,,
beethoven,PERSON,1,['RG_9_8_106'],Q255,Ludwig van Beethoven,100.0
beekman street,FAC,1,['RG_9_8_185'],Q7698505,Temple Court Building and Annex,93.0
bed-stuys,ORG,1,['RG_9_8_182'],Q1156982,Bedford–Stuyvesant,94.0
beckworth path,NORP,1,['RG_9_8_67'],,,
beame,PERSON,1,['RG_9_8_111'],Q329910,Abraham Beame,100.0
be--,PERSON,1,['RG9-8_ref4324'],Q31,Belgium,100.0
basil wallace,PERSON,1,['RG_9_8_58'],Q11853951,Basil Wallace,100.0
basil patterson,PERSON,1,['RG_9_8_209'],Q105391227,Book reviews,30.0
baruch college of the city university of new york,ORG,1,['RG_9_8_199'],Q809633,Baruch College,91.0
baruch college of the city university,ORG,1,['RG_9_8_199'],Q809633,Baruch College,77.0
baruch college,ORG,1,['RG_9_8_199'],Q809633,Baruch College,100.0
barbara rantell,PERSON,1,['RG_9_8_192'],,,
barbados,GPE,1,['RG_9_8_78'],Q244,Barbados,100.0
baptist,NORP,1,['RG_9_8_26'],Q93191,Baptists,100.0
bangkok,GPE,1,['RG_9_8_42'],Q1861,Bangkok,100.0
bambi,ORG,1,['RG_9_8_192'],Q43051,Bambi,100.0
between the world and me,WORK_OF_ART,1,['RG9-8_ref4330'],Q20669329,Between the World and Me,100.0
big brothers,ORG,1,['RG_9_8_26'],Q2902167,Big Brothers,100.0
black vibrations,ORG,1,['RG_9_8_187'],Q4922107,Black Vibrations,100.0
big mac,ORG,1,['RG_9_8_201'],Q38076,McDonald’s,100.0
black theatre alliance,ORG,1,['RG_9_8_187'],Q65073897,Black Theatre Alliance,100.0
black sports magazine,ORG,1,['RG_9_8_56'],Q16971615,Black Sports Magazine,100.0
black school,FAC,1,['RG_9_8_78'],Q4922460,Black school,100.0
black patty's,PERSON,1,['RG_9_8_69'],Q42970260,Effects of a single exercise bout on insulin sensitivity in black and white individuals.,24.0
black music usa,GPE,1,['RG_9_8_186'],Q388207,African-American music,85.0
black frankenstein,PERSON,1,['RG_9_8_134'],Q1444674,"Vienna Game, Frankenstein–Dracula Variation",65.0
black enterprise,ORG,1,['RG_9_8_39'],Q4920731,Black Enterprise,100.0
black cowboys,PERSON,1,['RG_9_8_69'],Q40510792,Black cowboys,100.0
black communities,LOC,1,['RG_9_8_148'],Q817393,black people,64.0
black college,ORG,1,['RG_9_8_148'],Q63887490,Clark College,85.0
black citizens for a fair media,ORG,1,['RG_9_8_101'],,,
black belt,LOC,1,['RG_9_8_115'],Q684402,Black belt,100.0
black arts and letters,ORG,1,['RG_9_8_85'],Q85747481,Black Academy of Arts and Letters,80.0
black art,LOC,1,['RG_9_8_192'],Q3640673,Black Art,100.0
black american art,NORP,1,['RG_9_8_132'],Q122783,Ursus americanus,92.0
black a&r,WORK_OF_ART,1,['RG_9_8_186'],Q7286889,Raleigh Black,100.0
